in_zone,out_zone
8.1523,7.9786
11.6591,9.5395
6.5157,6.5543
8.111,9.8713
10.9128,6.5149
7.3998,12.9253
6.3841,7.8567
18.4235,5.2204
5.7492,11.4464
7.2586,7.8907
9.9982,5.8293
7.0367,4.9908
5.9235,10.5212
7.1432,9.8534
9.5766,5.8432
6.274,10.2883
6.394,7.8458
5.6111,6.9155
8.7755,6.9325
13.5518,7.3863
12.0671,9.9931
4.3918,6.4442
6.4014,3.7407
5.5473,6.9315
11.2464,6.8394
4.0422,6.1122
7.5809,6.5055
10.923,7.0377
7.4448,5.5568
5.7103,5.6259
6.4472,3.9294
7.8008,6.5457
4.8597,5.3611
4.1954,6.6942
4.3137,5.2965
4.4687,10.8414
8.9864,7.7313
6.2155,6.3915
6.2294,8.0657
5.1815,6.432
12.9064,5.2499
9.5772,4.9622
5.5331,5.2636
6.6923,8.3144
4.7214,4.1502
4.0963,6.2737
11.2603,5.7612
8.4315,6.7777
7.0314,9.6542
4.8466,7.0244
9.1006,6.6803
9.4539,6.9608
7.4112,6.0117
5.9605,6.0426
6.125,4.7106
12.8772,8.1826
19.888,7.2008
5.7063,7.7596
6.1469,5.9697
6.6068,5.1847
4.7932,7.1568
12.6993,9.4593
7.1882,5.5964
7.4088,7.4289
5.6291,4.5186
6.4309,6.3752
6.5439,5.8585
9.6672,5.626
5.107,5.6736
5.5561,7.767
5.2934,6.006
6.1452,8.7393
6.6412,6.8038
10.2871,7.3055
5.7596,12.4311
10.4503,6.5928
12.6155,5.7577
6.1297,7.1509
6.0716,9.2813
5.771,4.4223
9.0538,6.0626
12.1578,4.4715
6.4389,8.4758
5.6052,7.085
6.9845,8.5914
6.1673,6.6335
7.8828,12.5217
5.7505,6.938
6.6933,7.1301
6.4844,7.1077
6.611,7.6351
5.5719,6.0098
6.0377,6.183
6.5561,8.8909
7.5369,11.9349
5.8898,7.4703
6.054,6.2043
5.9257,5.8822
5.7295,8.9135
8.656,10.3839
6.0543,7.031
8.9273,5.2732
19.7048,7.2928
7.5209,11.461
6.9408,5.2875
6.6446,8.4669
5.041,5.5872
10.9848,8.6689
7.6075,10.6173
7.1869,4.8414
9.6351,6.6612
10.0654,9.32
6.1363,4.1478
5.6758,7.5689
6.1177,6.3071
9.225,6.0412
5.3699,8.449
6.3201,9.6773
9.2093,4.8488
8.027,17.5467
5.072,6.1838
6.4658,7.2999
7.1905,8.0001
3.9715,6.3037
8.7456,5.5046
8.7315,8.7656
8.7348,9.1492
6.6263,7.7344
9.4323,7.5541
13.4146,6.1512
11.8705,6.0205
7.053,11.4439
4.5896,8.0838
6.4406,8.422
3.8094,12.1847
11.8492,10.7634
7.298,7.6825
6.3294,7.3411
8.4929,5.9572
10.9313,6.8505
8.0697,4.9616
7.8312,6.2478
7.5648,6.6063
6.2151,4.6277
3.6868,5.8032
7.0282,5.8213
5.6759,4.466
5.6357,5.9652
5.8142,7.4139
8.1175,5.199
7.3646,7.1696
6.57,6.5259
7.8572,5.0851
6.9793,9.589
8.0996,10.8346
10.7536,3.8098
7.0628,11.0647
7.2748,6.1886
8.3552,6.3913
6.4507,5.6266
5.6698,5.5141
9.4107,5.5926
7.8951,8.5041
12.4781,5.5527
9.1393,11.5595
6.8829,5.4527
8.699,6.7932
8.1289,7.4275
9.8759,6.722
7.2479,8.1485
7.1258,5.9424
5.2433,5.1801
13.5109,4.8813
6.0542,5.7215
5.3558,6.1251
9.774,5.2283
4.6539,6.4445
8.8417,8.4886
3.7933,7.0198
9.3772,6.7401
7.1112,9.0253
7.8689,6.8762
7.336,5.6177
12.1867,5.5907
7.7408,14.0911
6.3597,13.5688
7.9705,7.4829
11.1518,7.5751
5.5752,11.7703
9.5593,4.7943
7.3068,5.1076
7.8395,7.6141
9.6831,5.5115
6.9422,5.4665
5.9935,6.672
5.8925,4.4527
7.4433,6.5854
6.9521,5.869
8.9946,4.8062
7.3881,6.9638
7.3238,4.5407
6.8731,5.1969
5.058,7.3066
7.7391,5.9869
5.025,13.131
9.4536,4.3662
6.546,8.4331
6.4776,8.011
6.887,5.9817
8.2439,7.592
14.4495,6.781
8.2131,5.7896
11.8804,7.8946
8.5123,9.9796
6.0594,8.4016
5.7699,5.0586
6.3677,4.7807
7.1252,5.0046
6.985,8.3537
8.2782,6.4296
14.0231,7.5406
7.1928,10.4611
9.6385,5.3431
6.1783,5.3765
6.164,9.0708
8.7406,6.9053
7.6204,6.1043
5.5276,6.7049
6.3262,8.5219
6.3801,5.442
8.8539,10.0669
8.7349,6.3525
9.1105,9.9022
5.6936,16.557
7.5836,5.5174
6.96,5.2376
8.9601,7.4082
6.9881,8.5897
11.7505,6.4872
9.2242,6.7274
6.1015,5.4272
7.967,10.7438
5.0709,4.8985
3.1887,5.5039
4.5108,7.0953
8.6721,8.199
7.7639,8.616
5.0758,3.6031
6.25,4.5806
6.2183,5.475
6.8312,7.2872
7.6615,6.175
4.8503,4.9481
8.8558,4.434
6.861,10.2849
9.8673,10.5737
6.6893,5.5094
4.0631,8.5974
8.3567,9.6643
6.7562,7.402
4.7966,8.7754
8.0855,5.4693
7.4254,7.239
9.4296,5.1407
4.9123,5.0448
4.6652,8.8355
6.5988,15.9779
12.8536,4.4456
6.7751,7.3878
5.8494,5.2495
9.5764,6.8098
7.04,6.8088
14.0864,5.2973
7.6456,6.5004
6.3186,5.1464
8.7095,6.4686
11.1238,4.64
7.545,6.8582
5.8198,5.0486
8.4024,5.3245
9.7455,6.5244
8.2962,6.0498
7.5809,8.9434
5.4122,9.7173
6.9795,5.7248
6.8186,10.4144
5.3486,5.7621
6.3994,5.8234
5.9214,12.7852
7.802,7.5109
9.1858,4.558
4.4849,5.9272
13.9428,4.8317
6.7841,6.3837
7.6174,7.9747
8.7138,6.04
6.5999,8.0634
6.9238,7.3442
7.1868,7.0312
6.086,5.679
8.3902,5.2948
8.4849,6.3403
8.1879,7.7005
7.4789,4.7678
13.8712,6.8969
7.7544,5.699
7.1952,5.248
7.3476,6.0675
7.0393,6.9074
5.3947,6.1787
6.2138,8.0031
6.2346,6.8459
11.1008,7.1603
3.866,7.4885
6.0279,5.0184
7.9294,5.988
8.522,5.1967
9.0562,13.0055
5.2654,4.8758
7.2509,6.1331
7.7897,4.783
7.4213,9.3678
6.2894,7.1741
9.4544,5.8815
7.0654,6.4258
5.5163,6.741
9.5072,4.9684
9.2201,9.203
7.4803,6.2505
7.7524,6.1367
5.7043,7.0311
6.9869,5.0605
9.2294,11.503
6.7438,5.3776
7.0113,7.1486
7.8247,10.219
5.1707,11.4111
6.0273,7.9789
7.8001,10.4885
5.9588,9.9505
5.4373,9.137
4.8712,4.6846
5.9042,9.7914
11.5739,6.3924
4.9693,3.9747
12.126,4.355
8.602,4.787
6.0224,7.5188
7.4262,7.1273
4.0201,8.5625
7.1808,9.7494
6.1708,6.1285
8.3565,9.9924
7.3506,5.907
7.1567,5.0409
10.3995,6.1396
6.7113,4.9044
9.5046,7.5495
