FID,TPI,TWI,Pente,CircVarAsp,Zone
"1586",0.0038,5.8143,1.3419,0.186,"1"
"1587",0.3625,5.9569,1.3486,0.747,"1"
"1588",0.0000,5.4422,4.6376,0.842,"1"
"1589",0.0000,6.2177,0.6919,0.367,"1"
"1590",0.0000,7.2430,33.5270,0.929,"1"
"1591",0.0000,8.3336,2.5128,0.036,"1"
"1592",0.0000,7.9102,0.4359,0.242,"1"
"1593",0.0000,5.9905,5.1566,0.011,"1"
"1594",0.0000,4.1031,12.8373,0.854,"1"
"1595",0.7099,4.3819,5.5816,0.796,"1"
"1596",0.0000,6.0582,2.9448,0.015,"1"
"1597",0.1361,5.6907,1.9736,0.945,"1"
"1598",0.0432,5.9696,2.3351,0.684,"1"
"1599",0.0391,9.9973,1.4048,0.222,"1"
"1600",0.0000,5.3272,3.3838,0.036,"1"
"1601",0.0000,7.2215,8.8732,0.319,"1"
"1602",0.0000,8.1254,3.1537,0.039,"1"
"1603",0.0000,9.8724,2.0957,0.171,"1"
"1604",0.0000,6.0657,2.2644,0.385,"1"
"1605",0.1007,7.6371,2.1318,0.136,"1"
"1606",0.1201,5.4137,1.5686,0.626,"1"
"1607",0.0000,7.8186,3.3335,0.033,"1"
"1608",0.0045,8.3351,2.1425,0.016,"1"
"1609",0.0000,8.3180,2.4628,0.028,"1"
"1610",0.0000,5.0334,5.1657,0.523,"1"
"1611",0.1150,7.3546,1.0918,0.615,"1"
"1612",0.0000,5.3086,4.3702,0.188,"1"
"1613",0.0000,7.9460,1.4131,0.698,"1"
"1614",0.0000,4.6774,6.0510,0.575,"1"
"1615",0.0000,8.0491,0.1826,0.427,"1"
"1616",0.0000,8.7916,1.5899,0.031,"1"
"1617",0.0000,9.0762,1.2575,0.052,"1"
"1618",0.0000,7.8947,0.4876,0.351,"1"
"1619",0.0000,6.5814,10.1918,0.036,"1"
"1620",0.0000,15.3221,3.7237,0.051,"1"
"1621",0.0000,10.7860,0.3958,0.215,"1"
"1622",0.0054,7.6833,0.7241,0.108,"1"
"1623",0.0000,9.0294,5.2594,0.025,"1"
"1624",0.0000,5.9700,6.0750,0.284,"1"
"1625",0.0000,9.7922,1.9548,0.053,"1"
"1626",0.0000,7.5504,0.8320,0.320,"1"
"1627",0.0000,7.4817,1.4119,0.274,"1"
"1628",0.6360,6.2003,2.8839,0.707,"1"
"1629",0.0139,6.5597,1.4941,0.199,"1"
"1630",0.0000,5.4700,13.7368,0.133,"1"
"1631",0.0000,6.9837,1.0653,0.308,"1"
"1632",0.0000,6.9221,1.5811,0.075,"1"
"1633",0.1494,8.3661,2.0940,0.036,"1"
"1634",0.0000,9.1143,1.2245,0.016,"1"
"1635",0.1609,4.2859,10.1030,0.051,"1"
"1636",0.0000,11.0076,1.2447,0.021,"1"
"1637",0.1703,4.7101,2.5780,0.037,"1"
"1638",0.0000,7.4360,1.4826,0.007,"1"
"1639",0.0000,11.9290,1.3055,0.058,"1"
"1640",0.0015,4.5867,7.4998,0.092,"1"
"1641",0.0000,7.6236,0.6559,0.281,"1"
"1642",0.0000,5.7633,1.9540,0.365,"1"
"1643",0.0000,6.6795,2.5861,0.290,"1"
"1644",0.0000,7.0985,1.7511,0.118,"1"
"1645",0.0000,10.0623,1.4818,0.141,"1"
"1646",0.0000,7.1524,2.7329,0.339,"1"
"1647",0.0055,8.8277,1.1750,0.310,"1"
"1648",0.1318,5.6535,4.0842,0.111,"1"
"1649",0.0000,5.2429,5.1881,0.503,"1"
"1650",0.2448,7.0130,1.9841,0.055,"1"
"1651",0.1243,6.5744,0.6099,0.009,"1"
"1652",0.0000,8.4806,2.2304,0.079,"1"
"1653",0.2073,5.0020,2.2498,0.504,"1"
"1654",0.0862,7.4658,0.5022,0.084,"1"
"1655",0.1595,9.1063,1.8603,0.455,"1"
"1656",0.0000,5.2046,4.5701,0.006,"1"
"1657",0.0862,5.4458,1.2359,0.015,"1"
"1658",0.0000,12.1392,1.5733,0.019,"1"
"1659",0.0000,12.2504,0.7935,0.572,"1"
"1660",0.0000,6.6396,4.6405,0.062,"1"
"1661",0.0000,6.3344,4.4548,0.219,"1"
"1662",0.0000,9.5641,4.0747,0.075,"1"
"1663",0.0000,5.3965,15.5485,0.165,"1"
"1664",0.0000,7.6296,2.6688,0.257,"1"
"1665",0.1645,7.4695,2.8777,0.047,"1"
"1666",0.0000,7.4245,1.1810,0.268,"1"
"1667",0.1124,5.4484,4.7625,0.080,"1"
"1668",0.0000,8.0924,0.6052,0.273,"1"
"1669",0.0000,9.5968,1.2389,0.044,"1"
"1670",0.0000,7.4604,1.4903,0.103,"1"
"1671",0.0000,5.5360,5.6027,0.008,"1"
"1672",0.0000,5.4969,4.2638,0.007,"1"
"1673",0.0000,7.7876,1.7960,0.050,"1"
"1674",0.0000,7.6297,3.1719,0.179,"1"
"1675",0.4994,4.0521,5.1921,0.109,"1"
"1676",0.2875,4.4783,7.3889,0.279,"1"
"1677",0.0000,7.8366,3.2218,0.551,"1"
"1678",0.0000,7.5071,3.7118,0.014,"1"
"1679",0.0000,5.8682,2.7243,0.063,"1"
"1680",0.0000,10.9110,3.2998,0.051,"1"
"1681",0.0000,12.4843,6.6689,0.023,"1"
"1682",0.0000,7.1090,8.4212,0.020,"1"
"1683",0.4226,3.5188,28.3227,0.066,"1"
"1684",0.0000,8.8374,3.8177,0.317,"1"
"1685",0.2543,4.7317,4.7555,0.417,"1"
"1686",0.0000,4.6309,8.1125,0.019,"1"
"1687",0.0000,8.0922,3.2227,0.351,"1"
"1688",0.0000,4.1068,6.1157,0.250,"1"
"1689",0.4884,4.1395,4.8925,0.594,"1"
"1690",0.0000,4.2761,4.4735,0.370,"1"
"1691",0.0000,16.0598,0.1209,0.056,"1"
"1692",0.0000,7.4233,3.2633,0.244,"1"
"1693",0.2508,6.0010,1.6000,0.265,"1"
"1694",0.0010,13.5353,0.1796,0.092,"1"
"1695",0.0000,13.9821,0.1146,0.102,"1"
"1696",0.0000,7.3767,3.7776,0.155,"1"
"1697",0.0000,7.8401,0.8542,0.171,"1"
"1698",0.0000,6.9768,1.7954,0.197,"1"
"1699",0.0000,13.6024,2.5332,0.270,"1"
"1700",0.0000,13.7614,1.1360,0.537,"1"
"1701",0.0000,6.7719,0.6731,0.108,"1"
"1702",0.0000,19.9017,3.2387,0.611,"1"
"1703",0.0000,7.3403,0.9794,0.025,"1"
"1704",0.0931,7.0951,5.8868,0.030,"1"
"1705",0.0000,7.5322,0.9734,0.126,"1"
"1706",0.1892,5.7402,4.3656,0.304,"1"
"1707",0.0000,12.3959,0.6139,0.170,"1"
"1708",0.0107,5.4430,4.8989,0.354,"1"
"1709",0.0273,11.7138,0.2018,0.077,"1"
"1710",0.0000,7.1396,4.4562,0.156,"1"
"1711",0.0721,6.4439,2.9176,0.104,"1"
"1712",0.3887,5.2812,6.9559,0.331,"1"
"1713",0.0000,7.4530,2.5813,0.046,"1"
"1714",0.0000,6.6303,5.9681,0.395,"1"
"1715",0.2826,4.3404,7.5919,0.216,"1"
"1716",0.0000,9.1456,3.5265,0.255,"1"
"1717",0.0000,8.1440,5.1968,0.062,"1"
"1718",0.0000,13.9219,0.3768,0.459,"1"
"1719",0.0000,5.3231,9.7863,0.079,"1"
"1720",0.6962,3.9804,17.4304,0.534,"1"
"1721",0.1255,5.7894,6.2345,0.348,"1"
"1722",0.0000,8.9432,9.6078,0.117,"1"
"1723",0.1901,5.9638,4.2466,0.348,"1"
"1724",0.0000,7.6471,1.1014,0.150,"1"
"1725",0.1562,7.3508,2.9455,0.200,"1"
"1726",0.0000,6.8565,5.5668,0.278,"1"
"1727",0.0000,9.2380,2.3101,0.068,"1"
"1728",0.0820,5.9821,0.7407,0.155,"1"
"1729",0.0000,6.4239,7.3865,0.193,"1"
"1730",0.0000,9.4862,1.0362,0.061,"1"
"1731",0.0000,9.4173,1.6746,0.066,"1"
"1732",0.0000,8.6646,1.8916,0.335,"1"
"1733",0.0710,8.9179,1.2908,0.504,"1"
"1734",0.0000,7.8076,16.3481,0.022,"1"
"1735",0.0000,5.5901,1.8698,0.142,"1"
"1736",0.0000,4.3254,12.9244,0.279,"1"
"1737",0.0000,17.6529,1.3444,0.244,"1"
"1738",0.0000,7.4446,2.0311,0.111,"1"
"1739",0.0000,5.9373,1.8305,0.504,"1"
"1740",0.0000,7.0479,7.2384,0.071,"1"
"1741",0.0083,9.6148,1.7341,0.116,"1"
"1742",0.0000,6.1691,1.4834,0.182,"1"
"1743",0.0000,6.3612,2.4823,0.200,"1"
"1744",0.0637,4.2050,9.9416,0.059,"1"
"1745",0.0000,5.7588,3.1165,0.168,"1"
"1746",0.0000,9.4249,1.5012,0.360,"1"
"1747",0.0000,7.3487,0.6448,0.220,"1"
"1748",0.0000,6.6554,0.9003,0.339,"1"
"1749",0.2588,7.6950,4.5556,0.232,"1"
"1750",0.0777,5.2864,3.3723,0.251,"1"
"1751",0.0000,8.1125,3.5232,0.325,"1"
"1752",0.0000,5.8519,2.0218,0.315,"1"
"1753",0.0338,13.9809,0.0834,0.283,"1"
"1754",0.0000,7.1816,4.8594,0.038,"1"
"1755",0.0000,5.2687,8.2807,0.039,"1"
"1756",0.0000,9.0525,2.5916,0.267,"1"
"1757",0.0000,7.5104,18.7436,0.223,"1"
"1758",0.0000,4.5060,4.5126,0.601,"1"
"1759",0.0000,9.9822,18.1655,0.024,"1"
"1760",0.0000,5.3847,1.7852,0.635,"1"
"1761",0.0000,7.3803,5.4520,0.362,"1"
"1762",0.0506,4.2452,16.3325,0.419,"1"
"1763",0.0000,5.9860,8.0434,0.348,"1"
"1764",0.0000,7.0416,3.3838,0.294,"1"
"1765",0.0784,8.0090,0.1287,0.064,"1"
"1766",0.0000,5.9056,1.2842,0.448,"1"
"1767",0.0000,4.8040,8.1571,0.043,"1"
"1768",0.0000,6.0891,1.6212,0.190,"1"
"1769",0.0000,9.8829,0.9911,0.066,"1"
"1770",0.0000,8.7482,8.2511,0.137,"1"
"1771",0.0000,7.2234,1.4638,0.673,"1"
"1772",0.0000,7.0084,3.5300,0.184,"1"
"1773",0.0000,7.5952,11.9864,0.007,"1"
"1774",0.0000,7.1943,15.2227,0.121,"1"
"1775",0.0000,5.9655,8.8145,0.047,"1"
"1776",0.0000,4.4127,3.4809,0.007,"1"
"1777",0.2390,4.2546,7.0588,0.348,"1"
"1778",0.2003,4.6634,7.9859,0.324,"1"
"1779",0.0000,8.1810,9.3422,0.152,"1"
"1780",0.0000,8.9051,6.9665,0.160,"1"
"1781",0.0000,3.1436,17.7650,0.808,"1"
"1782",0.0000,7.4318,7.9601,0.099,"1"
"1783",0.0000,6.8905,4.6683,0.082,"1"
"1784",0.0000,7.7493,0.7891,0.418,"1"
"1785",0.0000,6.2999,3.8962,0.119,"1"
"1786",0.0000,7.5449,0.3795,0.347,"1"
"1787",0.0000,14.9294,3.5340,0.039,"1"
"1788",0.0000,8.7757,7.1157,0.060,"1"
"1789",0.0000,5.7765,5.4000,0.205,"1"
"1790",0.0000,5.5905,9.5602,0.034,"1"
"1791",0.0000,4.2815,4.5350,0.293,"1"
"1792",0.0000,7.8543,9.5041,0.040,"1"
"1793",0.0000,9.9945,3.6609,0.088,"1"
"1794",0.4725,6.7270,2.2920,0.187,"1"
"1795",0.0517,3.9368,12.7041,0.216,"1"
"1796",0.0000,6.6026,0.5352,0.298,"1"
"1797",0.1103,5.3317,5.4593,0.219,"1"
"1798",0.0000,10.9516,0.5920,0.474,"1"
"1799",0.1316,4.6763,27.5558,0.069,"1"
"1800",0.0000,8.6517,9.9909,0.193,"1"
"1801",0.0000,5.7517,0.9922,0.222,"1"
"1802",0.0000,3.0299,21.6610,0.382,"1"
"1803",0.1993,6.0971,6.1190,0.187,"1"
"1804",0.0000,6.1327,0.9826,0.291,"1"
"1805",0.1771,4.6569,17.0446,0.394,"1"
"1806",0.0000,9.7163,0.0957,0.372,"1"
"1807",0.0000,8.8214,4.0535,0.062,"1"
"1808",0.0000,7.0472,6.1252,0.198,"1"
"1809",0.7827,5.6765,2.1317,0.220,"1"
"1810",0.0000,4.7869,8.9024,0.222,"1"
"1811",0.0000,13.7949,0.3057,0.318,"1"
"1812",0.0000,11.8268,2.3133,0.023,"1"
"1813",0.0000,9.9316,8.3280,0.219,"1"
"1814",0.0000,5.7024,4.1213,0.275,"1"
"1815",0.0000,10.3698,7.4145,0.094,"1"
"1816",0.0000,6.5791,1.7145,0.136,"1"
"1817",0.0000,7.1462,0.2411,0.094,"1"
"1818",0.0000,7.6814,1.3069,0.227,"1"
"1819",0.0000,12.6711,0.2210,0.739,"1"
"1820",0.0574,8.0372,11.2429,0.011,"1"
"1821",0.0000,6.1957,4.7542,0.595,"1"
"1822",0.0000,5.7520,0.9265,0.708,"1"
"1823",0.2235,5.3366,6.5660,0.815,"1"
"1824",0.0000,6.5887,13.7256,0.015,"1"
"1825",0.0000,7.4147,8.8407,0.022,"1"
"1826",0.0000,6.3339,15.1259,0.013,"1"
"1827",0.0000,4.6792,11.5363,0.475,"1"
"1828",0.0110,4.9215,4.3038,0.474,"1"
"1829",0.0000,8.0494,2.4762,0.198,"1"
"1830",0.0000,8.9504,4.8393,0.095,"1"
"1831",0.0000,7.2016,1.0127,0.700,"1"
"1832",0.0000,5.4490,6.5802,0.029,"1"
"1833",0.0000,7.2465,13.9567,0.017,"1"
"1834",0.0000,5.6070,11.8326,0.032,"1"
"1835",0.0000,4.5990,9.5354,0.135,"1"
"1836",0.0000,8.8321,0.6322,0.158,"1"
"1837",0.0000,9.0013,1.9676,0.072,"1"
"1838",0.0000,9.2074,2.3286,0.054,"1"
"1839",0.5060,4.6468,3.9033,0.102,"1"
"1840",0.2779,8.0112,1.5022,0.138,"1"
"1841",0.0000,5.5416,11.8908,0.033,"1"
"1842",0.0000,8.2280,0.6761,0.063,"1"
"1843",0.0706,8.0095,5.2048,0.078,"1"
"1844",0.0000,6.6616,1.4762,0.182,"1"
"1845",0.3587,6.9050,2.0139,0.198,"1"
"1846",0.0000,6.3998,1.9276,0.249,"1"
"1847",0.0000,5.7153,3.6381,0.370,"1"
"1848",0.0000,6.2208,4.5219,0.543,"1"
"1849",0.0000,5.2795,4.9729,0.383,"1"
"1850",0.0000,5.4359,6.7465,0.025,"1"
"1851",0.0000,5.5742,2.1620,0.907,"1"
"1852",0.0000,5.3834,2.9178,0.223,"1"
"1853",0.3119,6.3326,1.6669,0.331,"1"
"1854",0.2953,5.5773,3.3176,0.380,"1"
"1855",0.0000,9.5487,0.9333,0.041,"1"
"1856",0.3933,5.5176,2.6218,0.210,"1"
"1857",0.2126,6.7188,7.2557,0.107,"1"
"1858",0.0000,8.2102,1.0436,0.041,"1"
"1859",0.1728,5.5378,8.1814,0.103,"1"
"1860",0.0000,6.9881,15.7522,0.033,"1"
"1861",0.0000,5.6453,12.7502,0.155,"1"
"1862",0.0000,4.4661,23.0411,0.115,"1"
"1863",0.0000,9.4869,13.0624,0.033,"1"
"1864",0.0136,8.1623,1.2162,0.323,"1"
"1865",0.0025,7.0902,1.8451,0.311,"1"
"1866",0.0000,8.5534,0.2873,0.212,"1"
"1867",0.0000,3.5850,16.2917,0.027,"1"
"1868",0.0000,8.8547,1.2501,0.362,"1"
"1869",0.0000,10.1422,0.6831,0.564,"1"
"1870",0.0000,7.2327,1.8702,0.291,"1"
"1871",0.0000,13.1748,0.2677,0.171,"1"
"1872",0.3892,4.0629,5.0960,0.080,"1"
"1873",0.0000,6.4469,0.4688,0.445,"1"
"1874",0.0953,5.3703,5.8081,0.181,"1"
"1875",0.0000,9.7523,9.0339,0.152,"1"
"1876",0.2083,4.6810,6.9612,0.142,"1"
"1877",0.0000,7.9702,19.3365,0.054,"1"
"1878",0.1661,5.5893,8.2022,0.041,"1"
"1879",0.0000,4.6185,14.1324,0.213,"1"
"1880",0.0000,6.7682,3.5029,0.246,"1"
"1881",0.0000,8.1783,8.0559,0.035,"1"
"1882",0.0000,10.5347,1.4030,0.258,"1"
"1883",0.0000,14.1746,10.6619,0.334,"1"
"1884",0.3663,4.9680,9.9679,0.232,"1"
"1885",0.1941,6.8636,2.6224,0.283,"1"
"1886",0.1161,5.1971,4.7659,0.101,"1"
"1887",0.0000,7.8899,2.2362,0.316,"1"
"1888",0.5716,7.0963,1.5936,0.592,"1"
"1889",0.0000,8.1117,8.2957,0.093,"1"
"1890",0.0000,5.9451,1.1579,0.719,"1"
"1891",0.0000,4.4394,8.6033,0.029,"1"
"1892",0.0000,5.5399,3.2720,0.489,"1"
"1893",0.0000,11.4516,3.0679,0.127,"1"
"1894",0.0000,5.4917,1.8703,0.285,"1"
"1895",0.0000,10.5024,0.4707,0.293,"1"
"1896",0.3287,6.4301,3.5466,0.366,"1"
"1897",0.0000,4.5471,3.2585,0.245,"1"
"1898",0.0000,9.5296,5.2234,0.097,"1"
"1899",0.0000,5.9342,6.9028,0.038,"1"
"1900",0.2504,4.9696,2.0624,0.263,"1"
"1901",0.0000,7.1015,2.7049,0.260,"1"
"1902",0.0000,6.0533,3.8617,0.565,"1"
"1903",0.1286,5.2607,10.4233,0.081,"1"
"1904",0.1362,6.1858,1.4984,0.943,"1"
"1905",0.0000,5.2116,5.5395,0.404,"1"
"1906",0.0919,4.9947,5.3096,0.619,"1"
"1907",0.0000,5.6752,11.7310,0.633,"1"
"1908",0.0000,9.0477,2.8424,0.016,"1"
"1909",0.0000,8.6846,2.1091,0.016,"1"
"1910",0.0417,5.6981,4.6811,0.262,"1"
"1911",0.0000,6.0688,0.6836,0.402,"1"
"1912",0.0000,5.5735,11.6029,0.605,"1"
"1913",0.1099,6.4278,0.7928,0.064,"1"
"1914",0.0000,6.3435,2.5543,0.412,"1"
"1915",0.0000,5.9757,0.9481,0.285,"1"
"1916",0.0000,13.9592,3.9505,0.037,"1"
"1917",0.0000,8.0359,7.9237,0.085,"1"
"1918",0.0000,18.0431,1.7925,0.689,"1"
"1919",0.0000,5.6340,12.5137,0.391,"1"
"1920",0.6426,4.8613,2.2949,0.611,"1"
"1921",0.0000,6.4526,8.1673,0.667,"1"
"1922",0.2495,6.1923,1.0065,0.102,"1"
"1923",0.0000,6.2879,6.0424,0.091,"1"
"1924",0.0000,6.5693,8.1988,0.376,"1"
"1925",0.0000,5.7908,1.2111,0.064,"1"
"1926",0.0000,6.5794,14.2280,0.018,"1"
"1927",0.2276,5.8912,4.0447,0.200,"1"
"1928",0.0000,7.0922,6.4275,0.541,"1"
"1929",0.0045,9.3415,3.9531,0.460,"1"
"1930",0.0000,6.6737,11.8095,0.018,"1"
"1931",0.2125,6.4297,2.5282,0.461,"1"
"1932",0.0000,8.0841,2.3694,0.494,"1"
"1933",0.0000,11.6508,2.1342,0.084,"1"
"1934",0.0000,6.8123,3.8765,0.436,"1"
"1935",0.0219,5.7839,5.7341,0.419,"1"
"1936",0.0404,6.3737,1.6223,0.109,"1"
"1937",0.0000,11.0178,0.8602,0.397,"1"
"1938",0.0000,10.0637,6.6037,0.049,"1"
"1939",0.0078,3.5849,25.1023,0.154,"1"
"1940",0.0981,5.8938,5.1244,0.300,"1"
"1941",0.0000,6.3658,7.4304,0.345,"1"
"1942",0.0000,8.9523,1.0710,0.459,"1"
"1943",0.0000,9.8049,1.6269,0.114,"1"
"1944",0.0785,5.7402,2.9906,0.161,"1"
"1945",0.0000,7.9514,0.1276,0.295,"1"
"1946",0.1789,5.2378,3.4780,0.250,"1"
"1947",0.1457,6.8932,5.7539,0.563,"1"
"1948",0.1329,10.7154,0.8721,0.747,"1"
"1949",0.0000,8.9091,3.3181,0.193,"1"
"1950",0.0000,6.0404,16.1929,0.085,"1"
"1951",0.0574,6.3786,1.0299,0.027,"1"
"1952",0.1081,4.5706,10.5710,0.223,"1"
"1953",0.0835,9.2281,2.0905,0.039,"1"
"1954",0.0000,8.1082,3.0459,0.549,"1"
"1955",0.0000,8.3139,2.0521,0.749,"1"
"1956",0.0330,5.3615,21.7799,0.200,"1"
"1957",0.4963,5.3919,6.3725,0.264,"1"
"1958",0.0000,6.3266,0.8125,0.623,"1"
"1959",0.3162,4.5388,20.2684,0.297,"1"
"1960",0.0000,6.0877,0.6795,0.567,"1"
"1961",0.0954,8.9734,2.8199,0.201,"1"
"1962",0.6178,4.9581,2.5468,0.330,"1"
"1963",0.0000,8.6512,1.6304,0.353,"1"
"1964",0.0000,5.7783,3.2779,0.085,"1"
"1965",0.0000,5.5895,10.7107,0.121,"1"
"1966",0.6377,5.5395,1.5022,0.713,"1"
"1967",0.0000,7.3258,5.1189,0.710,"1"
"1968",0.2300,4.2859,4.2508,0.269,"1"
"1969",0.6107,6.5918,1.3029,0.743,"1"
"1970",0.0000,5.1260,5.4012,0.231,"1"
"1971",0.0000,8.5829,0.4964,0.710,"1"
"1972",0.0000,10.2116,0.4922,0.443,"1"
"1973",0.0000,5.2999,28.7227,0.191,"1"
"1974",0.0000,8.8847,3.0892,0.204,"1"
"1975",0.0000,4.0036,16.9010,0.573,"1"
"1976",0.0000,4.5200,18.0187,0.621,"1"
"1977",0.0296,3.4891,18.1122,0.543,"1"
"1978",0.2228,7.6244,3.5229,0.148,"1"
"1979",0.6292,4.5880,3.1196,0.329,"1"
"1980",0.0000,7.1336,6.1638,0.580,"1"
"1981",0.0000,5.5353,8.3031,0.256,"1"
"1982",0.0000,4.7735,17.1969,0.087,"1"
"1983",0.0000,8.0147,5.0884,0.048,"1"
"1984",0.0000,4.8934,16.5898,0.083,"1"
"1985",0.0893,5.6719,8.1904,0.076,"1"
"1986",0.0000,8.8628,11.6814,0.079,"1"
"1987",0.0000,6.6362,10.8212,0.379,"1"
"1988",0.0000,9.8515,3.3528,0.579,"1"
"1989",0.0000,6.5614,0.4050,0.403,"1"
"1990",0.2749,5.2869,8.3653,0.040,"1"
"1991",0.0000,8.2985,4.2638,0.009,"1"
"1992",0.0000,9.3439,0.5662,0.030,"1"
"1993",0.0491,7.6050,5.3261,0.213,"1"
"1994",0.5323,5.7842,5.6269,0.278,"1"
"1995",0.3889,6.4015,4.4809,0.284,"1"
"1996",0.0000,10.0275,2.6197,0.713,"1"
"1997",0.0000,6.1945,9.1785,0.058,"1"
"1998",0.0703,3.7266,13.4205,0.459,"1"
"1999",0.0147,5.8365,14.6171,0.277,"1"
"2000",0.0000,6.5468,14.4498,0.414,"1"
"2001",0.0000,4.0009,34.2990,0.091,"0"
"2002",0.0000,4.6297,14.9144,0.114,"0"
"2003",0.9937,6.4527,0.4732,0.147,"0"
"2004",0.5018,4.2310,6.8332,0.116,"0"
"2005",0.1293,6.1249,4.0162,0.039,"0"
"2006",0.0869,5.9151,10.5024,0.063,"0"
"2007",0.2443,5.4625,10.6391,0.052,"0"
"2008",0.1392,6.2572,11.7663,0.008,"0"
"2009",0.2959,5.3758,2.7563,0.121,"0"
"2010",0.0000,5.6652,7.9409,0.107,"0"
"2011",0.0229,8.6370,6.5173,0.005,"0"
"2012",0.1686,4.6983,8.7971,0.021,"0"
"2013",0.0000,6.6494,0.3709,0.554,"0"
"2014",0.2081,5.1183,1.7229,0.089,"0"
"2015",0.0000,11.0668,0.8802,0.131,"0"
"2016",0.1736,5.1023,20.0066,0.079,"0"
"2017",0.0000,10.0067,1.2984,0.019,"0"
"2018",0.0644,7.9215,5.6527,0.003,"0"
"2019",0.0000,8.0406,7.7137,0.027,"0"
"2020",0.0000,8.1784,6.4314,0.002,"0"
"2021",0.0000,5.6148,11.3606,0.084,"0"
"2022",0.9523,4.0231,7.2596,0.648,"0"
"2023",0.0395,8.8144,5.3533,0.001,"0"
"2024",0.0000,8.2329,7.3894,0.002,"0"
"2025",0.0000,8.5606,7.2506,0.037,"0"
"2026",0.0000,5.8103,11.7026,0.016,"0"
"2027",0.0622,8.0631,7.9857,0.025,"0"
"2028",0.0000,6.8242,7.3490,0.045,"0"
"2029",0.0000,8.0675,5.3613,0.003,"0"
"2030",0.0095,8.6102,10.4894,0.005,"0"
"2031",0.1173,5.6310,2.5094,0.233,"0"
"2032",0.0193,7.7832,5.8236,0.002,"0"
"2033",0.0000,5.5348,4.9409,0.053,"0"
"2034",0.0000,7.3685,10.1542,0.046,"0"
"2035",0.6118,4.4391,14.0366,0.258,"0"
"2036",0.0000,12.8970,1.4871,0.017,"0"
"2037",0.0000,7.8490,6.3520,0.003,"0"
"2038",0.0000,6.5905,10.3097,0.121,"0"
"2039",0.2432,4.5810,10.4161,0.122,"0"
"2040",0.0743,7.7522,2.3627,0.027,"0"
"2041",0.0000,6.2186,11.5391,0.057,"0"
"2042",0.1239,8.2464,5.1931,0.067,"0"
"2043",0.0000,7.5003,6.3780,0.236,"0"
"2044",0.0000,5.2425,1.5726,0.015,"0"
"2045",0.0000,5.7016,24.7689,0.070,"0"
"2046",0.0000,7.5908,2.9010,0.031,"0"
"2047",0.0000,12.3202,0.1807,0.826,"0"
"2048",0.2639,4.7886,12.8538,0.104,"0"
"2049",0.3846,5.1043,8.7017,0.211,"0"
"2050",0.0288,7.4607,5.2229,0.080,"0"
"2051",0.0000,6.9744,5.2401,0.275,"0"
"2052",0.0000,8.0999,3.0751,0.080,"0"
"2053",0.1258,4.9394,9.1304,0.179,"0"
"2054",0.0068,6.7041,11.9840,0.011,"0"
"2055",0.0462,7.3407,3.8528,0.003,"0"
"2056",0.0000,7.9355,2.5105,0.178,"0"
"2057",0.0339,5.0173,11.5338,0.003,"0"
"2058",0.1130,5.6859,17.4368,0.027,"0"
"2059",0.0920,4.7387,11.5750,0.166,"0"
"2060",0.0029,7.7681,7.6980,0.011,"0"
"2061",0.8630,4.2326,5.8105,0.326,"0"
"2062",0.0970,7.7453,8.3299,0.013,"0"
"2063",0.0000,8.0024,8.1793,0.032,"0"
"2064",0.0000,8.7954,1.9885,0.124,"0"
"2065",0.0505,9.2318,2.2200,0.004,"0"
"2066",0.1831,4.6897,2.6308,0.067,"0"
"2067",0.0705,8.5664,1.7553,0.018,"0"
"2068",0.0870,6.9293,1.4251,0.208,"0"
"2069",0.0000,5.1916,5.7496,0.121,"0"
"2070",0.0000,8.1030,6.8129,0.033,"0"
"2071",0.0000,8.0997,8.7947,0.037,"0"
"2072",0.2477,6.3453,5.9787,0.038,"0"
"2073",0.0170,6.1769,12.5509,0.012,"0"
"2074",0.0000,4.3436,17.1515,0.117,"0"
"2075",0.0000,4.4410,15.6745,0.193,"0"
"2076",0.0610,6.0564,1.9724,0.021,"0"
"2077",0.0000,6.4964,13.1710,0.018,"0"
"2078",0.1401,6.8957,5.8334,0.116,"0"
"2079",0.0000,5.6250,2.9620,0.197,"0"
"2080",0.0718,6.0878,14.1213,0.067,"0"
"2081",0.0000,6.5806,12.6334,0.132,"0"
"2082",0.0075,6.9347,7.3055,0.010,"0"
"2083",0.0000,7.3143,7.2538,0.006,"0"
"2084",0.0000,11.1453,1.4187,0.004,"0"
"2085",0.2416,4.9702,9.0684,0.044,"0"
"2086",0.0000,7.8923,11.4921,0.017,"0"
"2087",0.1926,5.9255,12.3061,0.072,"0"
"2088",0.0000,6.7738,2.4642,0.443,"0"
"2089",0.0000,8.9774,3.1924,0.001,"0"
"2090",0.0796,7.7891,7.8258,0.003,"0"
"2091",0.1956,4.7945,15.9232,0.008,"0"
"2092",0.0210,5.9494,14.9712,0.019,"0"
"2093",0.0504,6.1977,8.6453,0.042,"0"
"2094",0.0000,4.0507,33.1136,0.339,"0"
"2095",0.0159,6.0990,5.3835,0.079,"0"
"2096",0.0949,5.8272,17.3182,0.095,"0"
"2097",0.1925,4.5670,20.0632,0.146,"0"
"2098",0.2323,6.4693,2.1658,0.030,"0"
"2099",0.0000,5.5924,14.2075,0.007,"0"
"2100",0.0000,11.7831,1.8114,0.012,"0"
"2101",0.0000,7.6885,2.8946,0.509,"0"
"2102",0.0000,7.2537,15.8177,0.031,"0"
