FID,TPI,TWI,Pente,CircVarAsp,Zone
"535",0.0000,7.1673,1.6558,0.625,"1"
"536",0.1251,6.5769,0.4004,0.092,"1"
"537",0.0035,6.0381,7.9441,0.025,"1"
"538",0.1955,6.5383,2.7756,0.099,"1"
"539",0.0189,8.6949,2.1057,0.015,"1"
"540",0.1266,5.6485,14.7642,0.009,"1"
"541",0.0712,6.4475,2.0024,0.111,"1"
"542",0.3877,4.9660,4.7277,0.016,"1"
"543",0.2850,4.5701,13.6062,0.139,"1"
"544",0.0000,7.4437,8.1620,0.329,"1"
"545",0.1559,8.0408,2.7758,0.121,"1"
"546",0.0000,8.1199,10.8523,0.008,"1"
"547",0.1244,7.6083,4.2509,0.142,"1"
"548",0.0000,9.6626,3.1794,0.012,"1"
"549",0.0000,5.3773,2.0625,0.228,"1"
"550",0.0000,7.8207,3.5493,0.024,"1"
"551",0.0666,7.3146,2.6100,0.015,"1"
"552",0.0000,7.1443,4.9621,0.108,"1"
"553",0.0000,8.6144,7.0444,0.164,"1"
"554",0.0000,7.1717,2.8143,0.057,"1"
"555",0.0000,5.1858,6.5965,0.281,"1"
"556",0.0000,5.4439,10.1141,0.357,"1"
"557",0.1053,5.4490,5.7077,0.189,"1"
"558",0.0000,9.1457,7.9485,0.042,"1"
"559",0.0518,6.7692,3.9682,0.015,"1"
"560",0.0000,4.8019,13.0614,0.156,"1"
"561",0.0000,12.9816,1.4288,0.291,"1"
"562",0.0000,7.5499,9.3288,0.011,"1"
"563",0.0000,3.9949,28.3165,0.274,"1"
"564",0.0000,13.5314,0.8551,0.235,"1"
"565",0.0083,10.4127,3.2682,0.013,"1"
"566",0.0000,5.2710,3.1534,0.079,"1"
"567",0.0000,10.5029,4.3539,0.227,"1"
"568",0.1878,10.0809,2.0337,0.094,"1"
"569",0.0000,6.0440,0.8705,0.412,"1"
"570",0.1471,5.6980,11.9313,0.029,"1"
"571",0.0000,6.2254,3.3963,0.560,"1"
"572",0.0000,6.7116,8.2691,0.011,"1"
"573",0.0000,7.2562,5.1231,0.447,"1"
"574",0.0000,4.5133,13.2039,0.142,"1"
"575",0.0532,8.2234,4.7485,0.230,"1"
"576",0.1437,5.3632,11.8509,0.216,"1"
"577",0.0359,8.5712,7.8236,0.023,"1"
"578",0.1512,5.8161,5.5037,0.039,"1"
"579",0.0673,9.6950,2.9499,0.029,"1"
"580",0.0000,9.2023,1.2394,0.632,"1"
"581",0.0000,9.5324,1.3514,0.114,"1"
"582",0.3993,4.7577,7.1904,0.160,"1"
"583",0.4854,6.0683,4.4111,0.303,"1"
"584",0.0880,5.2976,8.2764,0.249,"1"
"585",0.0000,8.8979,2.9320,0.070,"1"
"586",0.3366,7.5593,2.2831,0.423,"1"
"587",0.0000,10.6131,4.2276,0.662,"1"
"588",0.0000,8.0803,2.0350,0.057,"1"
"589",0.0000,11.3192,2.0102,0.030,"1"
"590",0.3449,4.7789,8.8553,0.351,"1"
"591",0.2331,5.8439,9.1376,0.006,"1"
"592",0.0000,5.7102,14.2896,0.458,"1"
"593",0.2701,4.6754,7.8859,0.058,"1"
"594",0.0000,5.6461,7.7033,0.059,"1"
"595",0.1586,7.2324,9.8177,0.161,"1"
"596",0.5329,5.1043,4.1344,0.235,"1"
"597",0.0276,6.5528,1.7752,0.065,"1"
"598",0.0000,6.1130,14.5855,0.160,"1"
"599",0.3489,4.4139,13.9818,0.091,"1"
"600",0.0000,5.8900,2.7220,0.063,"1"
"601",0.8961,5.1131,4.7958,0.132,"1"
"602",0.1731,7.2905,6.9760,0.124,"1"
"603",0.0000,8.1328,3.8364,0.070,"1"
"604",0.1870,5.5513,2.6140,0.061,"1"
"605",0.0000,7.3557,1.7757,0.066,"1"
"606",0.0000,6.6190,10.0426,0.067,"1"
"607",0.0545,4.6473,8.4226,0.189,"1"
"608",0.0000,4.9505,11.8090,0.266,"1"
"609",0.0098,9.7883,1.5840,0.042,"1"
"610",0.0000,5.6065,2.8958,0.065,"1"
"611",0.0000,5.0772,15.0262,0.067,"1"
"612",0.0000,8.6459,3.2771,0.120,"1"
"613",0.0000,5.8417,17.2601,0.338,"1"
"614",0.0000,3.8629,28.1470,0.361,"1"
"615",0.2323,6.9140,2.3558,0.167,"1"
"616",0.0744,5.7792,10.0034,0.021,"1"
"617",0.0000,8.9471,1.5262,0.274,"1"
"618",0.1986,4.9614,3.8476,0.036,"1"
"619",0.0000,7.3225,5.5718,0.053,"1"
"620",0.0000,8.0495,1.8264,0.288,"1"
"621",0.0000,6.0337,5.3971,0.219,"1"
"622",0.0000,7.3395,1.7066,0.128,"1"
"623",0.0000,7.0502,6.3815,0.035,"1"
"624",0.3975,6.0348,0.7753,0.378,"1"
"625",0.0000,9.6168,2.5453,0.084,"1"
"626",0.0054,3.2453,25.3273,0.325,"1"
"627",0.0000,10.5215,1.7455,0.350,"1"
"628",0.2922,7.3926,1.8651,0.278,"1"
"629",0.0000,5.4328,6.6179,0.247,"1"
"630",0.0000,3.7085,10.3241,0.073,"1"
"631",0.1460,6.8918,3.7934,0.108,"1"
"632",0.1546,5.9978,8.7854,0.034,"1"
"633",0.0000,7.8137,11.4482,0.035,"1"
"634",0.1251,7.0864,5.6790,0.094,"1"
"635",0.0000,10.9283,1.2856,0.146,"1"
"636",0.0000,9.7632,1.7221,0.052,"1"
"637",0.0503,8.2964,12.4771,0.039,"1"
"638",0.1498,8.4351,8.1293,0.040,"1"
"639",0.1151,9.6488,1.0897,0.251,"1"
"640",0.0000,13.0934,1.1158,0.412,"1"
"641",0.0000,9.7399,2.6906,0.029,"1"
"642",0.0000,9.6565,2.6410,0.418,"1"
"643",0.0000,5.6659,1.8016,0.056,"1"
"644",0.0000,7.3843,11.2542,0.029,"1"
"645",0.0954,7.6890,0.5624,0.288,"1"
"646",0.0000,5.6991,10.0418,0.129,"1"
"647",0.0000,12.8277,2.1457,0.271,"1"
"648",0.0000,10.6843,8.6487,0.169,"1"
"649",0.0000,10.5441,0.6610,0.287,"1"
"650",0.0000,5.5260,2.8443,0.443,"1"
"651",0.0000,4.7030,4.1356,0.610,"1"
"652",0.0000,8.5756,2.0141,0.523,"1"
"653",0.2297,5.1158,4.2815,0.144,"1"
"654",0.0000,8.6897,1.1283,0.175,"1"
"655",0.0000,8.5952,3.0314,0.232,"1"
"656",0.1921,7.6440,2.0035,0.139,"1"
"657",0.0733,5.8971,3.6792,0.003,"1"
"658",0.0000,5.3464,4.8739,0.243,"1"
"659",0.4892,4.5752,5.4588,0.376,"1"
"660",0.0000,5.2128,4.5612,0.447,"1"
"661",0.0255,4.3550,3.6743,0.592,"1"
"662",0.1120,5.7539,3.1287,0.113,"1"
"663",0.1669,8.2196,0.6223,0.289,"1"
"664",0.0503,7.8149,1.1982,0.363,"1"
"665",0.0000,9.4042,5.1526,0.008,"1"
"666",0.0000,5.2574,2.7402,0.594,"1"
"667",0.0000,19.8433,0.5684,0.719,"1"
"668",0.0000,6.3055,2.9940,0.254,"1"
"669",0.0000,6.9459,1.4125,0.111,"1"
"670",0.1890,5.2355,6.6138,0.109,"1"
"671",0.0000,6.4482,7.6603,0.522,"1"
"672",0.0398,6.1330,5.1818,0.244,"1"
"673",0.5498,6.1999,4.9820,0.208,"1"
"674",0.4504,7.3183,5.1022,0.237,"1"
"675",0.5363,7.5422,3.5606,0.253,"1"
"676",0.5416,6.2687,0.6777,0.404,"1"
"677",0.3970,7.1458,1.6010,0.204,"1"
"678",0.0000,11.2838,1.9689,0.058,"1"
"679",0.0000,7.7633,2.3730,0.086,"1"
"680",0.0000,7.8538,13.8682,0.216,"1"
"681",0.1349,7.0608,2.1127,0.195,"1"
"682",0.4514,5.8062,6.4983,0.144,"1"
"683",0.0000,6.3741,5.9622,0.324,"1"
"684",0.0136,6.0606,2.3623,0.083,"1"
"685",0.0000,6.3875,8.2229,0.028,"1"
"686",0.0000,7.8331,6.1396,0.041,"1"
"687",0.0886,6.3118,3.0005,0.010,"1"
"688",0.0000,11.8510,4.5030,0.004,"1"
"689",0.0169,6.8873,2.7041,0.075,"1"
"690",0.0160,7.5447,6.5570,0.088,"1"
"691",0.0439,12.3769,3.3521,0.010,"1"
"692",0.0678,6.1408,2.8525,0.068,"1"
"693",0.0000,7.0182,17.1418,0.089,"1"
"694",0.0000,6.7778,7.0837,0.039,"1"
"695",0.0444,3.8105,15.1495,0.145,"1"
"696",0.0000,5.5623,2.4644,0.555,"1"
"697",0.0000,5.8307,2.9919,0.218,"1"
"698",0.2517,5.3095,21.9355,0.316,"1"
"699",0.1197,6.8357,2.1546,0.022,"1"
"700",0.0000,6.5200,1.9248,0.087,"1"
"701",0.0152,4.0708,21.0810,0.005,"1"
"702",0.0000,7.9033,3.3414,0.325,"1"
"703",0.0000,9.4908,6.0796,0.054,"1"
"704",0.1351,5.4940,5.6573,0.305,"1"
"705",0.0000,5.1662,5.9739,0.255,"1"
"706",0.1563,7.9552,0.4904,0.229,"1"
"707",0.1254,6.7027,3.5854,0.057,"1"
"708",0.0000,7.7705,6.7647,0.003,"1"
"709",0.0000,10.3920,1.9083,0.610,"1"
"710",0.5656,5.8002,8.0526,0.432,"1"
"711",0.0328,5.7131,12.3783,0.047,"1"
"712",0.0000,6.3415,3.2592,0.079,"1"
"713",0.6110,4.7607,5.0927,0.397,"1"
"714",0.0000,7.0752,8.3163,0.003,"1"
"715",0.1425,6.7174,0.4956,0.230,"1"
"716",0.0000,5.6694,5.2679,0.412,"1"
"717",0.0000,8.5473,2.3087,0.496,"1"
"718",0.2232,6.5129,2.5430,0.315,"1"
"719",0.0000,7.4634,2.0450,0.048,"1"
"720",0.0000,9.7382,2.0646,0.260,"1"
"721",0.0000,5.1342,2.2651,0.575,"1"
"722",0.0000,6.7027,15.2772,0.366,"1"
"723",0.0000,6.5565,10.7930,0.004,"1"
"724",0.0268,7.2477,6.5773,0.038,"1"
"725",0.0000,5.2753,2.8097,0.543,"1"
"726",0.0000,13.1864,0.2842,0.451,"1"
"727",0.0000,9.4118,3.5509,0.291,"1"
"728",0.0000,7.6719,14.4294,0.387,"1"
"729",0.1692,3.9977,21.7868,0.276,"1"
"730",0.1008,6.1249,7.0406,0.036,"1"
"731",0.0000,6.6259,1.3035,0.381,"1"
"732",0.0000,10.2994,1.7993,0.060,"1"
"733",0.0000,3.4152,15.6917,0.250,"1"
"734",0.1411,5.0225,5.4263,0.068,"1"
"735",0.0064,5.5723,4.4752,0.114,"1"
"736",0.0000,5.6737,18.3247,0.218,"1"
"737",0.0000,14.4136,1.7899,0.058,"1"
"738",0.0000,5.8927,3.4807,0.182,"1"
"739",0.2918,6.6362,1.3929,0.354,"1"
"740",0.0000,14.3724,1.9398,0.059,"1"
"741",0.0000,7.5729,3.6259,0.113,"1"
"742",0.2628,7.3370,5.2436,0.374,"1"
"743",0.0000,6.1028,11.4022,0.206,"1"
"744",0.0000,4.3471,17.2591,0.181,"1"
"745",0.0000,10.5397,2.5342,0.097,"1"
"746",0.0000,8.6152,6.3632,0.164,"1"
"747",0.3071,5.7169,3.7333,0.068,"1"
"748",0.0000,6.0620,3.7247,0.056,"1"
"749",0.0000,7.9766,1.8688,0.407,"1"
"750",0.0000,8.1802,9.3990,0.180,"1"
"751",0.2776,4.3536,6.9385,0.042,"1"
"752",0.0000,12.7668,5.9404,0.064,"1"
"753",0.0000,6.1178,4.2479,0.372,"1"
"754",0.2432,7.4766,1.8365,0.280,"1"
"755",0.2255,7.6101,1.7840,0.174,"1"
"756",0.3064,6.8995,1.9986,0.304,"1"
"757",0.0000,7.1031,4.8563,0.155,"1"
"758",0.0000,6.7578,0.5404,0.504,"1"
"759",0.5303,5.2626,1.5280,0.104,"1"
"760",0.0000,5.6377,1.0844,0.867,"1"
"761",0.2537,6.9111,2.3521,0.578,"1"
"762",0.1166,4.9241,4.7769,0.046,"1"
"763",0.0000,8.1437,5.0945,0.110,"1"
"764",0.0000,10.6375,1.1230,0.267,"1"
"765",0.0000,7.2423,3.8629,0.049,"1"
"766",0.0000,8.6007,4.3330,0.039,"1"
"767",0.3315,4.8917,10.5965,0.192,"1"
"768",0.1037,9.5277,0.5766,0.072,"1"
"769",0.3358,6.2952,1.8670,0.149,"1"
"770",0.0058,6.9259,0.8729,0.270,"1"
"771",0.0000,5.9610,3.0448,0.190,"1"
"772",0.0000,9.0344,3.0323,0.250,"1"
"773",0.0000,12.0613,1.6857,0.069,"1"
"774",0.0799,5.4943,1.3631,0.058,"1"
"775",0.6710,5.0741,3.8882,0.216,"1"
"776",0.0869,9.5923,1.1493,0.077,"1"
"777",0.2778,8.2808,1.0637,0.066,"1"
"778",0.0000,7.4585,1.1476,0.632,"1"
"779",0.0000,6.8616,2.1052,0.181,"1"
"780",0.0000,13.3267,2.1001,0.057,"1"
"781",0.0000,9.7203,1.5210,0.246,"1"
"782",0.0000,5.7690,4.1565,0.679,"1"
"783",0.0000,6.4938,3.5006,0.018,"1"
"784",0.3595,6.0873,0.6850,0.588,"1"
"785",0.0000,8.3202,1.6833,0.161,"1"
"786",0.0000,7.2940,2.1704,0.048,"1"
"787",0.0000,8.4507,1.1559,0.510,"1"
"788",0.0000,12.8527,1.0041,0.244,"1"
"789",0.0431,6.8293,2.8272,0.621,"1"
"790",0.0098,5.2420,2.5651,0.583,"1"
"791",0.0000,5.3131,1.4112,0.532,"1"
"792",0.0000,7.4840,2.0254,0.475,"1"
"793",0.0000,9.0948,0.9514,0.434,"1"
"794",0.0000,8.2774,2.8457,0.035,"1"
"795",0.1319,4.3908,11.0028,0.282,"1"
"796",0.5787,6.9111,2.5261,0.376,"1"
"797",0.0870,4.7897,9.4207,0.322,"1"
"798",0.0000,12.2779,0.7807,0.279,"1"
"799",0.0250,6.2843,6.1155,0.022,"1"
"800",0.0000,6.3177,2.6904,0.294,"1"
"801",0.0037,4.8333,2.6343,0.023,"1"
"802",0.0000,8.8698,1.5645,0.079,"1"
"803",0.0000,16.0123,0.5093,0.249,"1"
"804",0.0000,9.2603,4.9414,0.011,"1"
"805",0.0000,12.7292,0.3658,0.148,"1"
"806",0.3083,5.3519,1.5615,0.216,"1"
"807",0.0000,6.2262,6.9548,0.167,"1"
"808",0.0043,6.8160,4.8462,0.018,"1"
"809",0.0000,7.0209,0.2714,0.111,"1"
"810",0.0000,9.2341,0.1871,0.486,"1"
"811",0.0000,5.7697,5.7873,0.288,"1"
"812",0.0000,11.6272,1.5745,0.128,"1"
"813",0.0000,7.5360,6.3365,0.040,"1"
"814",0.0000,8.0540,0.1381,0.210,"1"
"815",0.0000,10.5571,0.5532,0.151,"1"
"816",0.2746,4.1434,7.7380,0.428,"1"
"817",0.0000,7.1957,0.3342,0.558,"1"
"818",0.3110,7.6006,4.6975,0.148,"1"
"819",0.0000,8.4425,0.0617,0.102,"1"
"820",0.0000,4.5964,5.5588,0.881,"1"
"821",0.0000,11.2050,0.3155,0.244,"1"
"822",0.5454,6.4150,1.1795,0.301,"1"
"823",0.0000,5.9894,6.0186,0.302,"1"
"824",0.0000,6.9504,0.7010,0.278,"1"
"825",0.0000,12.1508,0.2237,0.161,"1"
"826",0.0000,5.2174,5.6285,0.468,"1"
"827",0.0000,5.9510,7.3849,0.373,"1"
"828",0.6603,5.3703,3.5766,0.716,"1"
"829",0.0015,4.4621,16.2569,0.164,"1"
"830",0.3416,6.9176,4.7997,0.265,"1"
"831",0.2172,7.9866,3.0374,0.511,"1"
"832",0.0000,14.0464,2.3788,0.492,"1"
"833",0.5413,6.8401,0.7216,0.496,"1"
"834",0.0000,10.2672,1.0702,0.293,"1"
"835",0.6851,4.6995,4.9895,0.250,"1"
"836",0.0170,6.6491,0.5645,0.331,"1"
"837",0.1355,5.3230,4.7988,0.316,"1"
"838",0.4217,7.1343,0.8672,0.586,"1"
"839",0.0000,9.4071,1.5834,0.368,"1"
"840",0.0000,5.6963,3.5355,0.749,"1"
"841",0.0000,12.7737,0.2673,0.357,"1"
"842",0.0331,6.3547,2.9809,0.728,"1"
"843",0.0000,8.1495,3.9565,0.220,"1"
"844",0.0000,9.0743,0.3370,0.374,"1"
"845",0.7381,6.0237,3.1973,0.414,"1"
"846",0.9600,6.2270,1.1426,0.350,"1"
"847",0.0000,11.5091,0.9798,0.329,"1"
"848",0.0000,6.2771,0.9515,0.332,"1"
"849",0.1284,5.7642,5.3598,0.678,"1"
"850",0.0000,7.5434,3.0894,0.221,"1"
"851",0.0000,10.5666,1.4657,0.251,"1"
"852",0.0000,6.3713,1.6285,0.270,"1"
"853",0.0000,9.0084,1.6249,0.063,"1"
"854",0.0000,4.8923,12.2086,0.764,"1"
"855",0.0000,7.8238,1.2494,0.086,"1"
"856",0.0000,6.7215,6.8516,0.022,"1"
"857",0.0000,6.9089,0.6037,0.657,"1"
"858",0.5820,5.8317,6.7522,0.365,"1"
"859",0.0000,6.8183,4.6140,0.070,"1"
"860",0.5184,6.2143,3.5394,0.347,"1"
"861",0.2172,7.0882,0.8713,0.686,"1"
"862",0.0000,3.7593,10.2901,0.106,"1"
"863",0.0000,5.9306,0.8313,0.111,"1"
"864",0.0000,9.1604,2.9142,0.179,"1"
"865",0.2234,6.1275,4.4045,0.497,"1"
"866",0.2291,5.2928,6.0786,0.478,"1"
"867",0.0000,9.5737,2.1264,0.059,"1"
"868",0.2825,5.5606,3.8736,0.379,"1"
"869",0.1931,7.8439,1.1590,0.068,"1"
"870",0.1154,6.2760,5.2768,0.450,"1"
"871",0.0078,3.9419,9.7172,0.437,"1"
"872",0.0000,8.3596,3.7856,0.399,"1"
"873",0.0000,5.7528,1.0952,0.112,"1"
"874",0.0000,6.9180,4.5481,0.110,"1"
"875",0.4673,5.9967,0.8166,0.512,"1"
"876",0.0000,6.4706,5.2596,0.183,"1"
"877",0.0000,6.7370,10.0315,0.188,"1"
"878",0.4018,6.0501,3.4260,0.331,"1"
"879",0.9718,6.8820,0.4095,0.688,"1"
"880",0.8767,7.1133,0.5848,0.724,"1"
"881",0.0000,8.0252,1.3593,0.342,"1"
"882",0.1404,7.9451,1.2422,0.171,"1"
"883",0.4236,5.3996,1.6664,0.441,"1"
"884",0.0000,6.3178,0.8523,0.564,"1"
"885",0.7216,7.1738,0.5079,0.567,"1"
"886",0.1178,7.4763,0.4988,0.033,"1"
"887",0.1234,8.8600,2.7165,0.211,"1"
"888",0.1046,5.3340,6.7395,0.116,"1"
"889",0.0346,5.3759,6.2314,0.119,"1"
"890",0.0000,11.1107,2.6626,0.173,"1"
"891",0.0925,5.0670,3.5880,0.120,"1"
"892",0.0000,7.8498,1.2597,0.033,"1"
"893",0.1382,5.7193,1.5908,0.063,"1"
"894",0.0000,6.8459,7.5739,0.052,"1"
"895",0.0432,7.7797,1.9098,0.509,"1"
"896",0.0000,5.2127,1.5601,0.231,"1"
"897",0.0000,5.0975,4.7428,0.300,"1"
"898",0.5197,4.1960,6.5122,0.097,"1"
"899",0.0000,8.0980,3.6275,0.046,"1"
"900",0.0000,6.4328,1.3032,0.853,"1"
"901",0.0445,8.5365,2.0313,0.097,"1"
"902",0.3471,8.9569,1.0735,0.329,"1"
"903",0.0000,5.6154,3.0610,0.888,"1"
"904",0.0000,6.6188,1.8142,0.320,"1"
"905",0.0000,10.8201,0.2200,0.385,"1"
"906",0.0000,7.6461,5.6037,0.075,"1"
"907",0.0186,6.6256,0.3799,0.273,"1"
"908",0.0000,10.6716,0.1440,0.294,"1"
"909",0.0000,7.5110,0.7584,0.138,"1"
"910",0.6693,4.4572,7.3449,0.058,"1"
"911",0.0000,4.9995,4.1704,0.274,"1"
"912",0.0212,7.5664,5.2263,0.077,"1"
"913",0.5735,4.1276,9.4663,0.070,"1"
"914",0.0147,7.3712,6.5317,0.076,"1"
"915",0.2070,4.2570,9.3782,0.074,"1"
"916",0.0000,6.0733,1.9028,0.115,"1"
"917",0.4119,6.5728,0.6032,0.500,"1"
"918",0.0000,7.3004,6.5188,0.181,"1"
"919",0.0464,4.0527,12.7747,0.024,"1"
"920",0.0550,5.8486,5.5164,0.228,"1"
"921",0.0000,5.7012,1.7623,0.167,"1"
"922",0.0000,6.9119,1.0636,0.410,"1"
"923",0.0000,6.6446,2.4454,0.240,"1"
"924",0.0000,5.0669,6.8012,0.401,"1"
"925",0.0000,14.5211,1.0122,0.188,"1"
"926",0.0000,6.6444,2.8244,0.200,"1"
"927",0.0000,7.0841,6.8568,0.029,"1"
"928",0.0000,9.0339,0.6418,0.273,"1"
"929",0.0000,7.8490,10.4634,0.015,"1"
"930",0.0000,17.2285,3.6517,0.611,"1"
"931",0.0000,5.3328,6.7435,0.028,"1"
"932",0.0000,6.4904,1.9332,0.180,"1"
"933",0.2343,6.9596,0.2987,0.336,"1"
"934",0.0865,4.5492,9.6553,0.303,"1"
"935",0.0983,6.2958,9.3755,0.011,"1"
"936",0.4080,5.6966,0.9617,0.081,"1"
"937",0.1535,3.9639,9.9978,0.404,"1"
"938",0.1472,5.2308,2.8316,0.152,"1"
"939",0.0000,7.4487,1.7611,0.166,"1"
"940",0.1077,7.8532,4.5934,0.034,"1"
"941",0.0000,7.0676,4.6404,0.033,"1"
"942",0.0000,11.3871,2.0313,0.108,"1"
"943",0.0000,7.3108,1.2608,0.594,"1"
"944",0.1064,7.3477,2.1001,0.038,"1"
"945",0.0000,11.6960,5.6322,0.042,"1"
"946",0.0000,7.6931,1.9442,0.032,"1"
"947",0.3944,4.8723,4.4113,0.129,"1"
"948",0.0000,7.2882,3.5503,0.034,"1"
"949",0.1065,5.9895,2.2550,0.038,"1"
"950",0.0000,5.8376,7.1802,0.032,"1"
"951",0.0000,8.3418,0.5239,0.137,"1"
"952",0.0000,13.7309,0.1930,0.490,"1"
"953",0.0000,17.4812,0.1607,0.097,"1"
"954",0.0000,5.0139,5.5116,0.270,"1"
"955",0.0000,6.8848,5.2287,0.143,"1"
"956",0.0000,10.0493,2.0537,0.156,"1"
"957",0.0000,5.4997,3.9368,0.029,"1"
"958",0.0000,10.0644,1.4199,0.103,"1"
"959",0.1639,5.4299,4.3538,0.075,"1"
"960",0.0000,6.2716,5.2079,0.236,"1"
"961",0.3723,6.0503,3.3583,0.488,"1"
"962",0.0000,8.3176,4.4771,0.009,"1"
"963",0.0000,7.2438,2.9894,0.276,"1"
"964",0.0000,7.5745,2.6717,0.077,"1"
"965",0.8045,5.6734,2.3200,0.330,"1"
"966",0.0000,6.1630,1.7279,0.034,"1"
"967",0.0000,9.8229,2.6317,0.024,"1"
"968",0.0000,8.1014,5.2005,0.225,"1"
"969",0.2608,5.7436,2.5242,0.206,"1"
"970",0.0000,6.0681,8.0691,0.252,"1"
"971",0.0000,8.9174,0.7231,0.097,"1"
"972",0.0000,10.5556,4.8097,0.054,"1"
"973",0.0000,6.8685,0.4826,0.753,"1"
"974",0.0000,5.4622,5.7140,0.044,"1"
"975",0.2414,6.8822,0.6148,0.183,"1"
"976",0.0883,6.0178,2.4123,0.143,"1"
"977",0.0000,8.1694,1.2076,0.178,"1"
"978",0.1642,11.0248,2.3073,0.116,"1"
"979",0.3188,6.0295,3.1691,0.066,"1"
"980",0.0000,6.5414,1.4269,0.198,"1"
"981",0.0000,6.5341,7.7379,0.423,"1"
"982",0.0000,8.3499,1.2871,0.757,"1"
"983",0.0806,7.1517,4.4739,0.093,"1"
"984",0.0000,7.3769,0.8334,0.863,"1"
"985",0.0000,9.2532,1.0885,0.670,"1"
"986",0.0000,7.0809,1.7772,0.220,"1"
"987",0.0000,5.4261,5.4225,0.091,"1"
"988",0.1752,6.8316,1.4400,0.199,"1"
"989",0.0974,5.0862,17.6824,0.113,"1"
"990",0.1871,4.9922,8.1272,0.024,"1"
"991",0.0000,6.9367,0.4194,0.057,"1"
"992",0.0000,5.9457,4.6352,0.080,"1"
"993",0.2075,6.0293,1.1689,0.113,"1"
"994",0.1465,6.6672,1.6901,0.031,"1"
"995",0.0000,4.2509,6.4562,0.075,"1"
"996",0.0000,7.5807,3.3076,0.017,"1"
"997",0.0000,10.6533,2.8154,0.050,"1"
"998",0.1458,4.8860,19.9740,0.037,"1"
"999",0.6684,5.2140,3.1969,0.140,"1"
"1000",0.2131,6.2058,3.2359,0.238,"1"
"1001",0.0000,8.6378,12.0728,0.085,"1"
"1002",0.0000,5.1708,7.8094,0.080,"1"
"1003",0.1331,7.2019,4.8798,0.049,"1"
"1004",0.1303,9.8917,1.1114,0.096,"1"
"1005",0.1287,7.2763,1.8981,0.268,"1"
"1006",0.0000,4.7595,18.6126,0.293,"1"
"1007",0.0000,11.2647,0.1695,0.283,"1"
"1008",0.0000,4.5596,24.0120,0.393,"1"
"1009",0.0000,6.4261,8.7385,0.009,"1"
"1010",0.4982,6.8209,0.6391,0.233,"1"
"1011",0.1022,6.5001,5.8167,0.172,"1"
"1012",0.0000,4.8872,3.1054,0.484,"1"
"1013",0.0000,5.2768,3.3546,0.162,"1"
"1014",0.0000,6.1149,2.7934,0.301,"1"
"1015",0.0000,6.4853,4.3499,0.125,"1"
"1016",0.0000,6.8423,5.2821,0.092,"1"
"1017",0.6661,3.8889,12.2892,0.243,"1"
"1018",0.0000,4.1610,17.4049,0.310,"1"
"1019",0.5825,5.8085,1.8644,0.330,"1"
"1020",0.0000,6.8648,7.9123,0.006,"1"
"1021",0.1271,6.5640,0.9246,0.295,"1"
"1022",0.7389,6.3668,1.0451,0.093,"1"
"1023",0.0586,6.9561,8.7432,0.007,"1"
"1024",0.0200,7.4749,5.9377,0.102,"1"
"1025",0.0000,12.5156,0.2874,0.402,"1"
"1026",0.4875,5.7973,3.5405,0.114,"1"
"1027",0.0000,8.5970,2.1826,0.060,"1"
"1028",0.0405,7.0760,10.0491,0.007,"1"
"1029",0.1801,7.3787,3.2847,0.115,"1"
"1030",0.4529,6.0311,1.1977,0.336,"1"
"1031",0.1441,6.9649,5.1744,0.064,"1"
"1032",0.6276,5.9614,4.6594,0.085,"1"
"1033",0.0000,5.0993,13.6942,0.027,"1"
"1034",0.0000,8.6756,1.2950,0.760,"1"
"1035",0.3265,6.5561,2.2446,0.343,"1"
"1036",0.0000,10.0384,5.1591,0.608,"1"
"1037",0.0000,4.6638,11.2733,0.745,"1"
"1038",0.2946,6.2321,2.3166,0.088,"1"
"1039",0.1595,6.5287,3.2895,0.049,"1"
"1040",0.0000,11.6990,0.3036,0.361,"1"
"1041",0.0000,5.5830,1.9657,0.147,"1"
"1042",0.0528,6.6754,1.9578,0.106,"1"
"1043",0.0213,8.1419,3.4876,0.008,"1"
"1044",0.1591,6.1190,1.9504,0.087,"1"
"1045",0.0000,9.2496,4.8770,0.011,"1"
"1046",0.2410,8.2142,1.3928,0.316,"1"
"1047",0.0000,5.2219,2.9987,0.307,"1"
"1048",0.3252,5.9396,7.0162,0.024,"1"
"1049",0.1033,6.7763,3.0995,0.161,"1"
"1050",0.0000,13.2631,0.1232,0.551,"1"
"1051",0.1166,6.3225,1.0069,0.191,"1"
"1052",0.0000,6.2706,5.5189,0.455,"1"
"1053",0.0000,8.0563,0.7218,0.201,"1"
"1054",0.0000,7.7942,5.2836,0.117,"1"
"1055",0.0000,5.7092,7.6238,0.151,"1"
"1056",0.0088,6.3973,5.6121,0.009,"1"
"1057",0.1768,8.4387,4.1748,0.306,"1"
"1058",0.0000,8.2265,2.5200,0.125,"1"
"1059",0.0000,13.4476,1.1446,0.230,"1"
"1060",0.0000,6.6303,1.3637,0.610,"1"
"1061",0.0000,11.1015,1.4219,0.486,"1"
"1062",0.1757,7.0081,6.9414,0.027,"1"
"1063",0.0000,6.0437,3.6297,0.118,"1"
"1064",0.0000,11.1812,1.2531,0.111,"1"
"1065",0.0000,5.9324,2.8356,0.092,"1"
"1066",0.0000,8.1105,5.1030,0.250,"1"
"1067",0.0159,6.2107,1.2567,0.760,"1"
"1068",0.1611,7.6055,4.4102,0.012,"1"
